,x,y,z,fc1,fc2,fc3,fc4,fc5,fc6,fc7,fc8,fc9,fc10,falff,reho,dx,idx
0,25.0,25.0,25.0,-0.2680164575576782,-0.18066787719726562,-0.25985613465309143,0.37863650918006897,-0.2888736426830292,-0.07607953995466232,0.0006169222760945559,0.06287521868944168,0.02182958833873272,-0.17661753296852112,0.7557412385940552,0.5551433563232422,0.0,42.0
1,25.0,25.0,26.0,-0.2212020754814148,-0.0901341587305069,-0.27309468388557434,0.1563231348991394,-0.28148192167282104,0.13696758449077606,-0.011354170739650726,0.038792625069618225,-0.0073861307464540005,-0.2049071490764618,0.7028577327728271,0.5223469734191895,0.0,42.0
2,25.0,25.0,27.0,-0.16792073845863342,-0.10107574611902237,-0.32735180854797363,-0.04417920485138893,-0.2522815763950348,0.30116355419158936,0.08652769774198532,0.03280424699187279,0.042989932000637054,-0.16933566331863403,0.6912198066711426,0.48201704025268555,0.0,42.0
3,25.0,25.0,28.0,-0.1181502491235733,-0.15111513435840607,-0.27286607027053833,-0.24384532868862152,-0.26439985632896423,0.5277632474899292,0.14704588055610657,-0.04227560758590698,0.10901765525341034,-0.09453865140676498,0.678585946559906,0.4742271900177002,0.0,42.0
4,25.0,25.0,29.0,-0.015107257291674614,-0.03389183431863785,-0.12460896372795105,-0.36951640248298645,-0.13002806901931763,0.5748515725135803,0.14285489916801453,-0.12578105926513672,0.16094081103801727,-0.15304042398929596,0.5994949340820312,0.5123062133789062,0.0,42.0
5,25.0,26.0,25.0,-0.22793176770210266,-0.2857292592525482,-0.21182338893413544,0.3369763493537903,-0.17435993254184723,-0.02226891554892063,-0.010361334308981895,-0.041213005781173706,-0.08212950825691223,-0.16079528629779816,0.7108258008956909,0.46001362800598145,0.0,42.0
6,25.0,26.0,26.0,-0.2587580680847168,-0.14863291382789612,-0.23566937446594238,0.2790886461734772,-0.16920126974582672,0.02726929634809494,-0.05641729012131691,0.02561655268073082,-0.06320572644472122,-0.14519420266151428,0.6619139313697815,0.4660663604736328,0.0,42.0
7,25.0,26.0,27.0,-0.183009073138237,-0.03242325037717819,-0.21278926730155945,0.13122451305389404,-0.08254006505012512,0.05668692663311958,-0.013662599958479404,0.03624870255589485,0.0884084701538086,-0.07507938146591187,0.6645771265029907,0.4699225425720215,0.0,42.0
8,25.0,26.0,28.0,-0.10811620950698853,-0.083030104637146,-0.14253436028957367,-0.13304613530635834,-0.09539751708507538,0.4010344445705414,0.035366225987672806,-0.13208946585655212,0.21415463089942932,6.293608021223918e-05,0.6841023564338684,0.48333096504211426,0.0,42.0
9,25.0,26.0,29.0,-0.07880894094705582,-0.03828052803874016,-0.11374993622303009,-0.29696041345596313,-0.11295079439878464,0.5658387541770935,0.09602174162864685,-0.22179821133613586,0.16406528651714325,-0.1579762101173401,0.6321337819099426,0.5168769359588623,0.0,42.0
10,25.0,27.0,25.0,-0.08648408949375153,-0.45089593529701233,-0.15382669866085052,0.3672730326652527,-0.10903729498386383,-0.020579088479280472,-0.022221913561224937,0.06802251935005188,-0.19855232536792755,0.04554492235183716,0.6677367091178894,0.5010862350463867,0.0,42.0
11,25.0,27.0,26.0,-0.21214908361434937,-0.20000071823596954,-0.1938033550977707,0.4214606285095215,-0.037525277584791183,-0.1746395081281662,-0.05922723188996315,0.10272132605314255,-0.11473504453897476,-0.05412488803267479,0.6790168881416321,0.50325608253479,0.0,42.0
12,25.0,27.0,27.0,-0.1500275731086731,-0.06722258776426315,-0.11897581815719604,0.27241188287734985,-0.007356766611337662,-0.11108936369419098,-0.029242437332868576,0.13668932020664215,0.0007432205020450056,0.048097044229507446,0.6758298277854919,0.5000252723693848,0.0,42.0
13,25.0,27.0,28.0,-0.09636739641427994,-0.18346378207206726,-0.1052139401435852,0.030034925788640976,-0.08217796683311462,0.31043878197669983,0.01910855621099472,-0.02563241310417652,0.08849326521158218,0.1357012242078781,0.7234339714050293,0.48085522651672363,0.0,42.0
14,25.0,27.0,29.0,-0.09618770331144333,-0.160532146692276,-0.15146546065807343,-0.18597282469272614,-0.187541201710701,0.5790703892707825,0.08361613005399704,-0.1864287406206131,0.1096097081899643,-0.02920631319284439,0.698829710483551,0.47182250022888184,0.0,42.0
15,25.0,28.0,25.0,0.006366321817040443,-0.4583699107170105,-0.1878570020198822,0.3126862347126007,-0.20026151835918427,0.028378475457429886,0.03373636677861214,0.20557349920272827,-0.2466978281736374,0.08003652840852737,0.7486562132835388,0.6154723167419434,0.0,42.0
16,25.0,28.0,26.0,-0.13307151198387146,-0.24885118007659912,-0.17537692189216614,0.30234256386756897,-0.07982369512319565,-0.06953246146440506,0.009309735149145126,0.11626919358968735,-0.12191659212112427,-0.03235140070319176,0.7252223491668701,0.6136136054992676,0.0,42.0
17,25.0,28.0,27.0,-0.14671599864959717,-0.2589375078678131,-0.2010761797428131,0.15193437039852142,-0.18271374702453613,0.11290061473846436,0.016304610297083855,0.1776031255722046,-0.11578140407800674,0.07873442023992538,0.6749091148376465,0.5852701663970947,0.0,42.0
18,25.0,28.0,28.0,-0.07348772883415222,-0.3158036470413208,-0.2162514477968216,0.0164853073656559,-0.20531167089939117,0.3359532654285431,0.06949740648269653,0.11939847469329834,-0.059289250522851944,0.15791626274585724,0.6801912784576416,0.525195837020874,0.0,42.0
19,25.0,28.0,29.0,-0.029234321787953377,-0.2606652081012726,-0.1842019408941269,-0.08769980818033218,-0.20306441187858582,0.47454777359962463,0.08918117731809616,-0.015084684826433659,0.005114602856338024,0.12445641309022903,0.6602303981781006,0.4781301021575928,0.0,42.0
20,25.0,29.0,25.0,0.05532452464103699,-0.4204672574996948,-0.2189750075340271,0.16826792061328888,-0.26829612255096436,0.15965211391448975,0.09759022295475006,0.1938718557357788,-0.20482705533504486,0.09166222810745239,0.7675800323486328,0.6175792217254639,0.0,42.0
21,25.0,29.0,26.0,-0.07449731230735779,-0.36370861530303955,-0.3073025941848755,0.1671379655599594,-0.2322438359260559,0.1481747031211853,0.1142379567027092,0.22942349314689636,-0.1817612648010254,-0.01841769739985466,0.7581513524055481,0.6715216636657715,0.0,42.0
22,25.0,29.0,27.0,-0.08808750659227371,-0.34091687202453613,-0.34175488352775574,0.054891981184482574,-0.28151074051856995,0.2700328230857849,0.09988554567098618,0.25067341327667236,-0.17531906068325043,0.009123056195676327,0.7148391604423523,0.686215877532959,0.0,42.0
23,25.0,29.0,28.0,-0.05048972740769386,-0.3482619822025299,-0.33638086915016174,-0.02126258984208107,-0.2887938916683197,0.3748781681060791,0.13473698496818542,0.19877910614013672,-0.1263667196035385,0.0707496851682663,0.6937001943588257,0.633918285369873,0.0,42.0
24,25.0,29.0,29.0,0.0014689333038404584,-0.31304532289505005,-0.254737913608551,-0.04183881729841232,-0.21189796924591064,0.40363627672195435,0.12043698877096176,0.10441683232784271,-0.041750289499759674,0.13839764893054962,0.6614273190498352,0.5570194721221924,0.0,42.0
25,26.0,25.0,25.0,-0.20034226775169373,-0.07581374794244766,-0.20903131365776062,0.2577861249446869,-0.15606318414211273,-0.09211692214012146,0.04734497517347336,0.040240462869405746,-0.07643458992242813,-0.2190239131450653,0.6219841241836548,0.41336655616760254,0.0,42.0
