,x,y,z,fc1,fc2,fc3,fc4,fc5,fc6,fc7,fc8,fc9,fc10,falff,reho,dx,idx
0,25.0,25.0,25.0,-0.19100242853164673,-0.08494557440280914,-0.36202874779701233,0.6750227212905884,0.0031083328649401665,-0.4601438343524933,-0.008819615468382835,-0.09026190638542175,0.24964061379432678,0.1460752636194229,0.7547518014907837,0.6402604579925537,0.0,44.0
1,25.0,25.0,26.0,-0.14679469168186188,-0.22987531125545502,-0.46942898631095886,0.597334086894989,-0.020255904644727707,-0.36885225772857666,0.02107495255768299,0.04191240295767784,0.2873759865760803,0.2625182271003723,0.7335216999053955,0.5612385272979736,0.0,44.0
2,25.0,25.0,27.0,-0.1353624314069748,-0.3550328314304352,-0.48967859148979187,0.2458367943763733,-0.011840405873954296,-0.1255592405796051,-0.03960607200860977,0.19124972820281982,0.289983332157135,0.3743077516555786,0.7228832840919495,0.6068718433380127,0.0,44.0
3,25.0,25.0,28.0,-0.1912430226802826,-0.4236163794994354,-0.4644666016101837,-0.05047028139233589,0.03938507288694382,0.05877050384879112,-0.0003500943712424487,0.2557247579097748,0.30308809876441956,0.4190220236778259,0.7831861972808838,0.7187623977661133,0.0,44.0
4,25.0,25.0,29.0,-0.1931062787771225,-0.4625411927700043,-0.3352228105068207,-0.10124705731868744,0.06261198222637177,0.16720692813396454,0.05909285321831703,0.14629966020584106,0.213793084025383,0.3306189179420471,0.8093146681785583,0.689549446105957,0.0,44.0
5,25.0,26.0,25.0,-0.10513397306203842,-0.009110262617468834,-0.33396434783935547,0.6046457290649414,-0.1526995599269867,-0.4982888698577881,-0.09104174375534058,0.11262913048267365,0.17238444089889526,0.13798211514949799,0.7133299112319946,0.5919327735900879,0.0,44.0
6,25.0,26.0,26.0,-0.08971428126096725,-0.14383403956890106,-0.4014503061771393,0.48302313685417175,-0.07036647200584412,-0.337384432554245,-0.03411392122507095,0.1594010442495346,0.2293623983860016,0.22935850918293,0.6666193604469299,0.5282957553863525,0.0,44.0
7,25.0,26.0,27.0,-0.08224935084581375,-0.3396309018135071,-0.5135200023651123,0.1817251741886139,-0.0038404164370149374,-0.06611256301403046,0.05123559385538101,0.29333993792533875,0.2743228077888489,0.36283695697784424,0.6764767169952393,0.5607163906097412,0.0,44.0
8,25.0,26.0,28.0,-0.14139197766780853,-0.441008597612381,-0.4817787706851959,-0.08255280554294586,0.06291963160037994,0.13574865460395813,0.15614734590053558,0.2683408558368683,0.2731642425060272,0.38360416889190674,0.7505297064781189,0.6593382358551025,0.0,44.0
9,25.0,26.0,29.0,-0.2452896535396576,-0.4690650999546051,-0.26978233456611633,-0.133575439453125,0.03693489730358124,0.2943616509437561,0.107965387403965,0.11234693974256516,0.15518788993358612,0.3098576068878174,0.7497288584709167,0.6852829456329346,0.0,44.0
