,x,y,z,fc1,fc2,fc3,fc4,fc5,fc6,fc7,fc8,fc9,fc10,falff,reho,dx,idx
0,25.0,25.0,25.0,-0.33234313130378723,-0.36584287881851196,-0.3137431740760803,0.5353896021842957,-0.07053729891777039,-0.14377833902835846,-0.013892507180571556,0.35754045844078064,0.07874620705842972,-0.08126010000705719,0.8075092434883118,0.6633932590484619,0.0,49.0
1,25.0,25.0,26.0,-0.3126518726348877,-0.3313697576522827,-0.27014097571372986,0.5561164021492004,-0.22538280487060547,-0.14417558908462524,-0.024389557540416718,0.43266454339027405,0.25794851779937744,-0.019406642764806747,0.8385918140411377,0.734529972076416,0.0,49.0
2,25.0,25.0,27.0,-0.2616714835166931,-0.3095089793205261,-0.25173747539520264,0.5423842072486877,-0.21330487728118896,-0.02392728067934513,-0.06805670261383057,0.3523452877998352,0.1657516211271286,0.007500441279262304,0.857897162437439,0.7564637660980225,0.0,49.0
3,25.0,25.0,28.0,-0.3070138096809387,-0.3510572612285614,-0.36317509412765503,0.44992053508758545,-0.07006533443927765,0.08679734915494919,0.03874370455741882,0.3254149258136749,0.10642212629318237,0.027482420206069946,0.828629195690155,0.6347534656524658,0.0,49.0
4,25.0,25.0,29.0,-0.31643855571746826,-0.3043063282966614,-0.3470478951931,0.3128020167350769,-0.024410750716924667,0.18149252235889435,0.08381596952676773,0.20883707702159882,0.10250777006149292,0.11005721241235733,0.7821093797683716,0.4938929080963135,0.0,49.0
5,25.0,26.0,25.0,-0.24772140383720398,-0.2606211006641388,-0.3085472285747528,0.417293906211853,-0.06309305131435394,-0.0884745791554451,0.015763508155941963,0.4544578194618225,0.029831819236278534,-0.15927860140800476,0.7838607430458069,0.7039556503295898,0.0,49.0
6,25.0,26.0,26.0,-0.31507596373558044,-0.34686240553855896,-0.33687153458595276,0.5254337787628174,-0.20360498130321503,-0.09384865313768387,0.047864772379398346,0.5182934403419495,0.19096830487251282,-0.11309943348169327,0.8399649262428284,0.7777917385101318,0.0,49.0
7,25.0,26.0,27.0,-0.4143058657646179,-0.4097120761871338,-0.4050796329975128,0.541637122631073,-0.19944001734256744,-0.03720371052622795,0.10783740133047104,0.5022027492523193,0.23822082579135895,-0.04243727773427963,0.86627197265625,0.7786691188812256,0.0,49.0
8,25.0,26.0,28.0,-0.4829881489276886,-0.4582170844078064,-0.5162036418914795,0.4123010039329529,-0.07632946223020554,0.10339768975973129,0.23929151892662048,0.4625489115715027,0.23655426502227783,-0.0007581841782666743,0.8464394211769104,0.6378271579742432,0.0,49.0
9,25.0,26.0,29.0,-0.4055250287055969,-0.37214019894599915,-0.4483376443386078,0.18316276371479034,-0.0463758148252964,0.2966683506965637,0.3565877079963684,0.2815200686454773,0.16419672966003418,0.03499312698841095,0.782616913318634,0.4917764663696289,0.0,49.0
10,25.0,27.0,25.0,-0.21301715075969696,-0.24296340346336365,-0.31438666582107544,0.4218788743019104,-0.060296349227428436,-0.002050000010058284,0.05116453394293785,0.3792625069618225,0.056357353925704956,-0.07211842387914658,0.7780683636665344,0.6917059421539307,0.0,49.0
11,25.0,27.0,26.0,-0.29076051712036133,-0.3442733883857727,-0.36268091201782227,0.5244870781898499,-0.10360626876354218,-0.061564501374959946,0.09268893301486969,0.41443395614624023,0.1443427950143814,-0.0935831367969513,0.840878427028656,0.7503142356872559,0.0,49.0
12,25.0,27.0,27.0,-0.45356592535972595,-0.4207625687122345,-0.44569137692451477,0.5477234721183777,-0.11251866817474365,-0.10674504935741425,0.16397535800933838,0.48023369908332825,0.2623794376850128,-0.05738139525055885,0.869642972946167,0.7308883666992188,0.0,49.0
13,25.0,27.0,28.0,-0.5477973222732544,-0.4666312634944916,-0.5486555695533752,0.3928808271884918,-0.017764190211892128,0.08152953535318375,0.3093991279602051,0.4073856472969055,0.2719975709915161,0.016463737934827805,0.839096188545227,0.6067533493041992,0.0,49.0
14,25.0,27.0,29.0,-0.4417674243450165,-0.3479587435722351,-0.42881619930267334,0.14204248785972595,-0.01388790737837553,0.31266435980796814,0.45818522572517395,0.18974393606185913,0.1463170051574707,-0.010241633281111717,0.7845908403396606,0.49831104278564453,0.0,49.0
15,25.0,28.0,25.0,-0.25023171305656433,-0.25772830843925476,-0.27158620953559875,0.45277348160743713,-0.13539841771125793,-0.02136090211570263,0.07373162358999252,0.3003922700881958,0.11204800009727478,0.021868621930480003,0.7627015709877014,0.6391212940216064,0.0,49.0
16,25.0,28.0,26.0,-0.2696780264377594,-0.31059369444847107,-0.3185001313686371,0.4362787902355194,-0.06653759628534317,-0.05017829313874245,0.1322140246629715,0.25897714495658875,0.10752839595079422,0.012953965924680233,0.7879171371459961,0.709059476852417,0.0,49.0
17,25.0,28.0,27.0,-0.43265900015830994,-0.36035242676734924,-0.390168696641922,0.48122748732566833,-0.0691910833120346,-0.09220391511917114,0.1681825816631317,0.3633880317211151,0.19315458834171295,0.00547099020332098,0.8466525673866272,0.6745483875274658,0.0,49.0
18,25.0,28.0,28.0,-0.5340755581855774,-0.35847124457359314,-0.45866522192955017,0.3240632116794586,-0.03279765695333481,0.16093531250953674,0.30215203762054443,0.2965073883533478,0.15778541564941406,0.07941588014364243,0.8009573221206665,0.5930237770080566,0.0,49.0
19,25.0,28.0,29.0,-0.4836514890193939,-0.28599727153778076,-0.39685961604118347,0.13772737979888916,-0.013510547578334808,0.31112924218177795,0.4335029721260071,0.12479367852210999,0.15702642500400543,0.0356285497546196,0.8234161734580994,0.5334632396697998,0.0,49.0
20,25.0,29.0,25.0,-0.35309600830078125,-0.3250110149383545,-0.2858520746231079,0.5117520093917847,-0.26284271478652954,-0.047242503613233566,0.10544262081384659,0.3427608013153076,0.16415520012378693,0.0816846564412117,0.7559001445770264,0.5505321025848389,0.0,49.0
21,25.0,29.0,26.0,-0.3437098562717438,-0.36448490619659424,-0.3384099304676056,0.4073154330253601,-0.11061819642782211,0.003699234453961253,0.1512114256620407,0.21222321689128876,0.07052897661924362,0.1317092627286911,0.7584050297737122,0.6110208034515381,0.0,49.0
22,25.0,29.0,27.0,-0.47236520051956177,-0.3396492004394531,-0.3899172842502594,0.38683271408081055,-0.0353575274348259,0.060687724500894547,0.21525396406650543,0.2600989043712616,0.08269280195236206,0.09085356444120407,0.824751079082489,0.592578649520874,0.0,49.0
23,25.0,29.0,28.0,-0.4773968458175659,-0.2605813443660736,-0.3802888095378876,0.2021411806344986,-0.05946823209524155,0.25063902139663696,0.2672710120677948,0.27820640802383423,0.05078935623168945,0.109032541513443,0.7959166169166565,0.5824732780456543,0.0,49.0
24,25.0,29.0,29.0,-0.4551585912704468,-0.2951653003692627,-0.41725292801856995,0.0880054235458374,-0.07010834664106369,0.33466553688049316,0.41939777135849,0.19692789018154144,0.19000481069087982,0.10153134167194366,0.8186100125312805,0.5894680023193359,0.0,49.0
25,26.0,25.0,25.0,-0.2663007080554962,-0.2925381064414978,-0.31253477931022644,0.38150763511657715,0.029377492144703865,-0.06469343602657318,0.0399765819311142,0.3050302267074585,-0.0411604568362236,-0.12858454883098602,0.7448218464851379,0.5524027347564697,0.0,49.0
26,26.0,25.0,26.0,-0.19744540750980377,-0.29644066095352173,-0.32944273948669434,0.3822525143623352,-0.1027207002043724,-0.06091443821787834,0.10135369002819061,0.4649662673473358,0.09162424504756927,-0.11258983612060547,0.7530680298805237,0.5545804500579834,0.0,49.0
